id,_URI,instanceID,_PARENT_AURI,fh_1355_rr_c,fh_1355_rr_nc,fh_1355_rr_n,fh_13_55,fh_13_56,fh_13_56_1n,fh_13_56_2n,fh_13_56_3n_a,fh_13_56_3n_b,fh_13_57,fh_13_58,fh_13_59,fh_13_60,fh_13_61,fh_13_61_other,rta_form_id
309,uuid:201fdfd9-409e-4d5d-a0c5-f5df3bc9ddf9,uuid:19a5128e-db05-4de0-8efa-0f509b8d0fdc,uuid:19a5128e-db05-4de0-8efa-0f509b8d0fdc,1,st,"",4,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
310,uuid:2023c7c8-e0bd-4477-bded-53c76ac890f5,uuid:90219dfe-7ccf-44f9-b185-a3cbac29fe70,uuid:90219dfe-7ccf-44f9-b185-a3cbac29fe70,1,st,"",3,0,0,0,0,0,1,0,0,1,"2 96","Water mixed with traditional herb",ML_FH_Household_Full_G2
311,uuid:207e4bb2-467c-4bd1-b0ae-bc3a79851cc1,uuid:247fc602-91d6-4706-8234-8b13098914f4,uuid:247fc602-91d6-4706-8234-8b13098914f4,1,st,"",1,1,1,1,0,0,1,4,1,0,"","",ML_FH_Household_Full_G2
312,uuid:21368304-1cdd-4bc4-8da2-5cde6058808a,uuid:0c94af1c-c830-4af8-896f-80515d36702f,uuid:0c94af1c-c830-4af8-896f-80515d36702f,1,st,"",3,0,0,0,0,0,1,8,0,0,"","",ML_FH_Household_Full_G2
313,uuid:2147f8f3-ab0a-48fe-82ba-02dba414f0ab,uuid:71c08be9-7244-489a-bc1f-f238e5bdac4a,uuid:71c08be9-7244-489a-bc1f-f238e5bdac4a,1,st,"",2,0,0,0,0,0,1,2,1,0,"","",ML_FH_Household_Full_G2
314,uuid:215da897-0605-4952-9866-610079cf7621,uuid:3776ea01-4412-485b-bb41-1123f5a337ae,uuid:3776ea01-4412-485b-bb41-1123f5a337ae,1,st,"",1,0,0,1,1,0,1,0,0,0,"","",ML_FH_Household_Full_G2
315,uuid:218e3117-3069-48ba-a976-6366c90fa0a8,uuid:ffae18c8-13e4-4b20-b78f-225d68c7bff1,uuid:ffae18c8-13e4-4b20-b78f-225d68c7bff1,1,st,"",1,1,0,0,0,0,1,0,1,1,2,"",ML_FH_Household_Full_G2
316,uuid:21ae6930-e7f0-4abc-a255-39c57550290b,uuid:b13ebe4f-ed51-4350-9e48-2fb7335258ee,uuid:b13ebe4f-ed51-4350-9e48-2fb7335258ee,1,st,"",4,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
317,uuid:21d37842-2fef-4a5f-9069-a55f29bb0803,uuid:9a91abc9-1e38-4fb8-bb75-79f947abc8c1,uuid:9a91abc9-1e38-4fb8-bb75-79f947abc8c1,1,st,"",3,0,0,0,0,0,1,2,0,0,"","",ML_FH_Household_Full_G2
318,uuid:21fdc1e4-9412-4a93-9536-9d3f935f502b,uuid:7ff831a6-4cf9-47f0-a31c-444368d39925,uuid:7ff831a6-4cf9-47f0-a31c-444368d39925,1,st,"",3,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
319,uuid:22046362-e81d-4074-ae85-01d7805c0376,uuid:96a1a204-32c5-42c7-8b2e-b8f12d7ccabf,uuid:96a1a204-32c5-42c7-8b2e-b8f12d7ccabf,1,st,"",3,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
320,uuid:22536290-6154-45e7-9109-f8982ac3754a,uuid:e3f5f7bd-382e-48ce-b289-72594aad2504,uuid:e3f5f7bd-382e-48ce-b289-72594aad2504,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
321,uuid:2264c554-4c4a-492f-a270-a605d62d3062,uuid:08e10908-39f6-45f1-8289-c9ea35893c4e,uuid:08e10908-39f6-45f1-8289-c9ea35893c4e,1,st,"",3,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
322,uuid:228b1fdf-a4b8-4ec7-819f-e6160d7ae745,uuid:03538893-960f-40a0-9b92-6abd618d5c77,uuid:03538893-960f-40a0-9b92-6abd618d5c77,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
323,uuid:22b05893-ca5e-4246-b2f8-f20b3da8e121,uuid:733fd9aa-d34d-4553-ae20-af72cddca490,uuid:733fd9aa-d34d-4553-ae20-af72cddca490,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
324,uuid:22d36dd2-6dc8-4759-ad70-570bdba9bdfe,uuid:16077b2c-380e-4e8e-8cab-4d2786456014,uuid:16077b2c-380e-4e8e-8cab-4d2786456014,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
325,uuid:232d6671-f6f3-4717-bf32-1d5017a646e3,uuid:1289c29c-61e8-445a-8239-8c78f2be8ab4,uuid:1289c29c-61e8-445a-8239-8c78f2be8ab4,1,st,"",2,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
326,uuid:23310d94-805f-4eb4-96f6-4357bd2f01a8,uuid:58014afa-23bb-4352-83c8-327df0f91b70,uuid:58014afa-23bb-4352-83c8-327df0f91b70,1,st,"",2,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
327,uuid:235a8eb0-a15a-42d8-b8cc-633668a3b968,uuid:3268437d-cdda-4c4e-8b1a-0d180bdcb939,uuid:3268437d-cdda-4c4e-8b1a-0d180bdcb939,1,st,"",3,0,0,0,0,0,1,3,0,0,"","",ML_FH_Household_Full_G2
328,uuid:2383b32e-12cf-43c5-bf26-43ac1bc691fd,uuid:19d347fb-1620-461d-99b3-ca005efbd115,uuid:19d347fb-1620-461d-99b3-ca005efbd115,1,st,"",2,0,0,0,0,1,1,0,0,0,"","",ML_FH_Household_Full_G2
329,uuid:23999959-08c6-4065-b223-c7f8a6318a69,uuid:210be4d9-6a3b-4862-81f2-44a0f2c3fd3f,uuid:210be4d9-6a3b-4862-81f2-44a0f2c3fd3f,1,st,"",2,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
330,uuid:23df8e21-b509-4e33-9b8b-9c68b7319b3d,uuid:20305192-30e8-4c33-89b5-72e5c14f271f,uuid:20305192-30e8-4c33-89b5-72e5c14f271f,1,st,"",2,0,0,0,0,0,1,100,0,1,3,"",ML_FH_Household_Full_G2
331,uuid:23fde6f4-386c-4eaa-80fb-232f2ef03d40,uuid:95fe81ba-8f6b-40d2-a527-78d068da94fb,uuid:95fe81ba-8f6b-40d2-a527-78d068da94fb,1,st,"",2,0,0,0,0,0,1,30,0,0,"","",ML_FH_Household_Full_G2
332,uuid:2475514d-d3c1-4cbc-b535-4c1c252b6f0b,uuid:15de805b-5e7f-4f4d-97d4-deda999ad6b2,uuid:15de805b-5e7f-4f4d-97d4-deda999ad6b2,1,st,"",3,0,0,0,0,0,1,0,1,1,4,"",ML_FH_Household_Full_G2
333,uuid:2499f24a-24b4-4e92-bd67-5b1fc3a359a1,uuid:2db5cfe7-bf66-4d7b-a042-636b299cf33f,uuid:2db5cfe7-bf66-4d7b-a042-636b299cf33f,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
334,uuid:24f0b844-484e-49e1-9c1b-d4322a24d3b2,uuid:66d20908-4449-4644-a0ab-5b96cc554619,uuid:66d20908-4449-4644-a0ab-5b96cc554619,1,st,"",5,0,0,0,0,0,1,2,0,0,"","",ML_FH_Household_Full_G2
335,uuid:24f80624-2199-45b4-9887-8ba9f981b797,uuid:d0ec45eb-dabe-4f93-9448-ccff565b62e9,uuid:d0ec45eb-dabe-4f93-9448-ccff565b62e9,1,st,"",3,0,0,0,0,0,1,2,0,0,"","",ML_FH_Household_Full_G2
336,uuid:2501e103-a4dd-488d-8f9a-eab7567bd4a2,uuid:92448b9e-dad8-44ba-b44c-842f2ddc20c2,uuid:92448b9e-dad8-44ba-b44c-842f2ddc20c2,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
337,uuid:251ee96a-ef98-4a3e-a6c7-58ba53b8f2b0,uuid:6f0d107d-48c0-4634-8864-a095fb72daca,uuid:6f0d107d-48c0-4634-8864-a095fb72daca,1,st,"",4,1,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
338,uuid:254227b7-d34a-4d2c-897c-b90fe27f0e42,uuid:1295fe98-ed08-4eeb-96c8-64f8afb5a6aa,uuid:1295fe98-ed08-4eeb-96c8-64f8afb5a6aa,1,st,"",2,0,0,0,0,0,1,0,1,1,4,"",ML_FH_Household_Full_G2
339,uuid:2554bb19-fff5-4560-b888-69c1049ef14d,uuid:dfd849a9-fbd8-432e-9769-966808858ff8,uuid:dfd849a9-fbd8-432e-9769-966808858ff8,1,st,"",3,0,0,0,0,0,1,1,0,1,2,"",ML_FH_Household_Full_G2
340,uuid:25f0afe0-83b6-4d7c-bd3b-3afb29898b7d,uuid:7335823a-f82f-45ac-8446-04daf8756ff8,uuid:7335823a-f82f-45ac-8446-04daf8756ff8,1,st,"",1,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
341,uuid:25f215d5-c77c-46d6-9d3b-d9deff630011,uuid:4b1459f5-6b36-4909-b14e-850604f34aed,uuid:4b1459f5-6b36-4909-b14e-850604f34aed,1,st,"",1,0,0,0,0,0,1,0,1,0,"","",ML_FH_Household_Full_G2
342,uuid:26559565-6105-47d3-b6a4-43a276c75ca3,uuid:49618787-6c15-4942-a16e-353d7a8a65d3,uuid:49618787-6c15-4942-a16e-353d7a8a65d3,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
343,uuid:2679077b-a94e-4622-b866-e677584a5edc,uuid:d793fdd3-73be-40d6-81fe-518c9a03a370,uuid:d793fdd3-73be-40d6-81fe-518c9a03a370,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
344,uuid:269f3e1e-adb4-486c-8a4c-bf5258cd243e,uuid:dca2bd85-561a-404b-bc8c-b0c0afe325c2,uuid:dca2bd85-561a-404b-bc8c-b0c0afe325c2,1,st,"",1,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
345,uuid:26cbcad0-0697-4ae5-a523-fc98fe65150d,uuid:c5bcb123-dfc0-4caa-a80e-64dc69016cbe,uuid:c5bcb123-dfc0-4caa-a80e-64dc69016cbe,1,st,"",2,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
346,uuid:26cef2c3-1243-44d8-9848-eda40209fadc,uuid:a6aca069-0fa6-4b6e-b59c-b675e328bb34,uuid:a6aca069-0fa6-4b6e-b59c-b675e328bb34,1,st,"",3,0,0,0,0,0,1,3,0,0,"","",ML_FH_Household_Full_G2
347,uuid:26d9e91d-f7ad-4469-abe9-773b7d3bacbe,uuid:eab558e4-d67f-4621-8d48-ef82fd20514b,uuid:eab558e4-d67f-4621-8d48-ef82fd20514b,1,st,"",1,0,0,0,0,0,1,45,0,0,"","",ML_FH_Household_Full_G2
348,uuid:26dd093d-ce33-482c-8bbd-0edbb90f8fbd,uuid:79576b70-8ddc-44db-9c35-93dd2c323769,uuid:79576b70-8ddc-44db-9c35-93dd2c323769,1,st,"",3,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
349,uuid:26e7dc5e-97ab-45e9-acca-901bdd822a28,uuid:20bb894f-7d83-4659-9693-fb0348ec1a09,uuid:20bb894f-7d83-4659-9693-fb0348ec1a09,1,st,"",4,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
350,uuid:27037724-1ad8-4528-9518-12d04815297c,uuid:eddaa3e7-8f17-4efe-a5df-3a1e35144cab,uuid:eddaa3e7-8f17-4efe-a5df-3a1e35144cab,1,st,"",1,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
351,uuid:270e9ab2-6e80-45e9-9bbb-8cfa7063d2d5,uuid:cf9db700-0d45-4869-b425-a812053f3c4b,uuid:cf9db700-0d45-4869-b425-a812053f3c4b,1,st,"",3,0,0,0,0,0,1,5,0,0,"","",ML_FH_Household_Full_G2
352,uuid:27210142-abaf-40ac-9f6d-bc22acdd7aef,uuid:166838df-1bf6-4375-bfd4-a0665486aaaf,uuid:166838df-1bf6-4375-bfd4-a0665486aaaf,1,st,"",4,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
353,uuid:2727debe-d44f-455a-9bee-2264051807a9,uuid:65810ed0-90b3-411f-9f53-7c0e9a2fdd14,uuid:65810ed0-90b3-411f-9f53-7c0e9a2fdd14,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
354,uuid:27527ca3-7f42-4697-8ddb-1f8e0cd5a4b6,uuid:10df07b0-1468-435c-8fea-0cb31c7ed01d,uuid:10df07b0-1468-435c-8fea-0cb31c7ed01d,1,st,"",2,0,1,1,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
355,uuid:27593b32-bacf-447d-a300-308afb9e6b1f,uuid:556efa65-f3c1-4b00-b24d-bd8dc034df10,uuid:556efa65-f3c1-4b00-b24d-bd8dc034df10,1,st,"",3,0,0,0,0,0,1,0,0,1,4,"",ML_FH_Household_Full_G2
356,uuid:275f2f09-9618-4f37-9e9a-90877b7c88d6,uuid:e4cf83a4-8d51-49a7-abee-206e5a82d496,uuid:e4cf83a4-8d51-49a7-abee-206e5a82d496,1,st,"",1,0,0,0,0,0,1,0,1,0,"","",ML_FH_Household_Full_G2
357,uuid:2761ac36-5358-44e0-8221-9af3812af2cb,uuid:3b306127-0357-4f19-a6d3-84b94e39e42f,uuid:3b306127-0357-4f19-a6d3-84b94e39e42f,1,st,"",1,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
358,uuid:2782267f-7476-41d8-b99f-5e7e98ac838f,uuid:772e869e-428b-4c28-93d0-fbaa1b1f8c19,uuid:772e869e-428b-4c28-93d0-fbaa1b1f8c19,1,st,"",3,0,0,0,0,0,1,7,1,0,"","",ML_FH_Household_Full_G2
359,uuid:2783747a-6e1d-4239-bef0-817a14733130,uuid:32b1b715-705b-4cfd-8780-2bf9ea1f3a95,uuid:32b1b715-705b-4cfd-8780-2bf9ea1f3a95,1,st,"",4,0,0,0,0,0,1,0,1,1,96,"Spiritual water",ML_FH_Household_Full_G2
360,uuid:27dc30b9-5af6-4e3a-bd4e-4ad7c131a967,uuid:83e1143b-30b3-4ebf-af65-f2ba193a6616,uuid:83e1143b-30b3-4ebf-af65-f2ba193a6616,1,st,"",4,0,0,0,0,0,1,2,0,0,"","",ML_FH_Household_Full_G2
361,uuid:27f07509-565c-45a3-b2dd-5ecbd2e7bc1a,uuid:33e41e97-59f4-4027-ad0e-693c4aee300e,uuid:33e41e97-59f4-4027-ad0e-693c4aee300e,1,st,"",3,0,0,0,0,0,1,10,0,0,"","",ML_FH_Household_Full_G2
362,uuid:27f0ee47-f457-4ecc-8b09-a1ac13eb27fc,uuid:54a0c9b4-25ca-473c-b417-12b0072a8e62,uuid:54a0c9b4-25ca-473c-b417-12b0072a8e62,1,st,"",4,0,0,0,0,1,1,30,0,0,"","",ML_FH_Household_Full_G2
363,uuid:28c4dd24-151d-4452-b3b6-0b600e4c4175,uuid:7e6add46-23d1-4dc4-9e85-bc01a9ca40bd,uuid:7e6add46-23d1-4dc4-9e85-bc01a9ca40bd,1,st,"",1,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
364,uuid:28e0b62f-91aa-4dd5-af6d-d3cd54073e8a,uuid:21949072-44bc-4057-bb92-61b339a68329,uuid:21949072-44bc-4057-bb92-61b339a68329,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
365,uuid:2903ffd0-1d96-4e8f-91ca-4365a4f498a9,uuid:ab5ac06c-dde3-4589-bff1-88590911032a,uuid:ab5ac06c-dde3-4589-bff1-88590911032a,1,st,"",2,0,0,0,0,0,1,3,1,0,"","",ML_FH_Household_Full_G2
366,uuid:296b7ca7-03b9-48f7-9d7e-95483fb2a2df,uuid:b49713b5-4583-4675-861f-113af74dc168,uuid:b49713b5-4583-4675-861f-113af74dc168,1,st,"",4,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
367,uuid:298c004f-b71e-47c8-9270-9be0a25f273e,uuid:a26094b0-c263-40ae-9557-9e312e062fad,uuid:a26094b0-c263-40ae-9557-9e312e062fad,2,nd,"",5,0,0,0,0,1,1,6,0,0,"","",ML_FH_Household_Full_G2
368,uuid:29a18bbf-f209-4d7e-b3ff-1ff15d032dd0,uuid:2a7ef715-5539-4924-b9ed-41fdf5fab922,uuid:2a7ef715-5539-4924-b9ed-41fdf5fab922,1,st,"",2,1,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
369,uuid:29bf9816-dc3f-4956-ab20-7fd5635acdf2,uuid:b2d077e3-a1d1-4328-b930-c63ad780a85c,uuid:b2d077e3-a1d1-4328-b930-c63ad780a85c,1,st,"",4,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
370,uuid:29db2ed4-c550-4ef5-99d4-75a2f3996e89,uuid:7243d19c-1a67-4708-81ca-a11e1798d50c,uuid:7243d19c-1a67-4708-81ca-a11e1798d50c,1,st,"",3,0,0,0,0,0,1,3,1,0,"","",ML_FH_Household_Full_G2
371,uuid:2a181417-0003-423a-b5e6-67fc7ae14f8e,uuid:cd666620-978e-4ef5-ab35-9909a5449c34,uuid:cd666620-978e-4ef5-ab35-9909a5449c34,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
372,uuid:2a42104e-3258-4b0d-883d-4404c775aad5,uuid:9db5aed9-cdb9-4fb1-a8df-9d7a4ab771b5,uuid:9db5aed9-cdb9-4fb1-a8df-9d7a4ab771b5,1,st,"",4,0,0,0,0,0,1,100,0,0,"","",ML_FH_Household_Full_G2
373,uuid:2a66f29d-59b9-413d-8a6e-63da95c27f95,uuid:cc316ce9-f05e-4411-b099-82b49e08762b,uuid:cc316ce9-f05e-4411-b099-82b49e08762b,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
374,uuid:2a699e01-1c24-4e8d-8de5-713da1051ab1,uuid:7cff7fa5-0807-48e6-9c54-0f3eff6c5675,uuid:7cff7fa5-0807-48e6-9c54-0f3eff6c5675,1,st,"",2,0,0,0,0,0,1,25,0,0,"","",ML_FH_Household_Full_G2
375,uuid:2a776789-5b97-420f-adce-b004f22e6b82,uuid:23dc4a0d-02bc-4a7a-acbe-decb1b398002,uuid:23dc4a0d-02bc-4a7a-acbe-decb1b398002,1,st,"",3,0,0,0,0,0,1,11,0,0,"","",ML_FH_Household_Full_G2
376,uuid:2a9531b8-9431-4e62-8371-4b56e63295d2,uuid:a2417305-1e33-4e9d-96c2-b4a262b3ec80,uuid:a2417305-1e33-4e9d-96c2-b4a262b3ec80,1,st,"",2,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
377,uuid:2a98e67c-f3ee-44dc-ae5b-3a7209f5fbf3,uuid:1c6a22b9-54ea-4148-97e1-7e4b557f5c28,uuid:1c6a22b9-54ea-4148-97e1-7e4b557f5c28,1,st,"",3,0,0,0,0,0,1,2,1,0,"","",ML_FH_Household_Full_G2
378,uuid:2ac87fdc-7cff-4d5c-aca5-c21439aa1678,uuid:2539cf1f-2bf4-4290-9e91-5507dfbd13ab,uuid:2539cf1f-2bf4-4290-9e91-5507dfbd13ab,1,st,"",2,0,0,0,0,0,1,3,1,0,"","",ML_FH_Household_Full_G2
379,uuid:2ade5cf7-a469-499a-adf5-ad17c425caf9,uuid:f603c113-e17f-40ad-aea9-2125c7726265,uuid:f603c113-e17f-40ad-aea9-2125c7726265,1,st,"",2,0,0,0,0,0,1,4,1,0,"","",ML_FH_Household_Full_G2
380,uuid:2afa9bb5-65b3-4dcb-92ca-86dfefc11b16,uuid:1743f2fb-9745-468f-8492-c9ab439e0628,uuid:1743f2fb-9745-468f-8492-c9ab439e0628,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
381,uuid:2b3e443d-6234-4cc9-afdc-7c0bfd781bce,uuid:d9896b24-2879-4de9-828b-72275f577e65,uuid:d9896b24-2879-4de9-828b-72275f577e65,1,st,"",3,1,0,0,0,0,1,6,1,0,"","",ML_FH_Household_Full_G2
382,uuid:2b448c08-f478-401d-b893-0f79ee3db81b,uuid:8ff498f7-97dd-4573-9598-aaf5fd197b98,uuid:8ff498f7-97dd-4573-9598-aaf5fd197b98,1,st,"",3,0,0,0,0,0,1,25,0,0,"","",ML_FH_Household_Full_G2
383,uuid:2b66ad6c-0fb1-4919-8777-27a60f6aa3f4,uuid:3f698b8b-1c39-4330-ac30-48436b4a7a53,uuid:3f698b8b-1c39-4330-ac30-48436b4a7a53,1,st,"",1,0,0,0,0,1,1,8,0,0,"","",ML_FH_Household_Full_G2
384,uuid:2b6c5d2f-366b-4467-93a4-2d88aad4d28a,uuid:8f2a414f-ad1b-4e88-b04a-8d01b182ec20,uuid:8f2a414f-ad1b-4e88-b04a-8d01b182ec20,1,st,"",2,0,0,0,0,0,1,2,0,0,"","",ML_FH_Household_Full_G2
385,uuid:2b9d4add-6e56-42aa-8efe-4daa04c4e8db,uuid:967c46ab-e4ff-4066-bd66-013c3b1758f3,uuid:967c46ab-e4ff-4066-bd66-013c3b1758f3,1,st,"",3,0,0,0,0,0,1,2,0,0,"","",ML_FH_Household_Full_G2
386,uuid:2bb7aad4-94e1-47e7-956f-72b8e3281490,uuid:7ed59b45-ec58-4ea0-bf30-fed85e070a60,uuid:7ed59b45-ec58-4ea0-bf30-fed85e070a60,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
387,uuid:2be355ec-2494-46c8-8946-50eaeca9a3c6,uuid:96569b14-4573-4720-abda-9432605efca5,uuid:96569b14-4573-4720-abda-9432605efca5,1,st,"",2,0,0,0,0,0,1,3,0,0,"","",ML_FH_Household_Full_G2
388,uuid:2c5a8d94-e381-45a7-888a-29637783b85a,uuid:cdd1a05d-16e5-459c-b9e4-7f163505e6c1,uuid:cdd1a05d-16e5-459c-b9e4-7f163505e6c1,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
389,uuid:2c7969da-e262-486a-b677-cc255892a33a,uuid:6df34c9e-8930-46e4-9487-a4d01960b28c,uuid:6df34c9e-8930-46e4-9487-a4d01960b28c,1,st,"",1,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
390,uuid:2c929e33-c0d7-433f-95c1-135bcad692ea,uuid:7b554c0d-3bf4-4a5a-a757-7ea581680d84,uuid:7b554c0d-3bf4-4a5a-a757-7ea581680d84,1,st,"",2,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
391,uuid:2ccdb2c8-dcb5-4712-b0b6-6a6c8a621654,uuid:5b193a9f-008e-4633-83c6-ceea328e25ce,uuid:5b193a9f-008e-4633-83c6-ceea328e25ce,1,st,"",3,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
392,uuid:2cd69ada-68c7-47b5-a3bd-842e86a753ce,uuid:43b8899f-b200-47b3-96e7-273073be89b3,uuid:43b8899f-b200-47b3-96e7-273073be89b3,1,st,"",1,0,0,0,0,0,1,0,1,0,"","",ML_FH_Household_Full_G2
393,uuid:2d001053-805d-4cd0-997d-7fed94fee05c,uuid:a9797044-7985-4a87-ac3a-b3765f6700e7,uuid:a9797044-7985-4a87-ac3a-b3765f6700e7,1,st,"",4,0,0,0,0,0,1,0,1,0,"","",ML_FH_Household_Full_G2
394,uuid:2d05e8b6-cd8a-433e-a561-3021c51dae0e,uuid:9b0c62dd-da61-4446-af89-5d57501372a8,uuid:9b0c62dd-da61-4446-af89-5d57501372a8,1,st,"",3,0,0,0,0,0,1,0,1,0,"","",ML_FH_Household_Full_G2
395,uuid:2d222336-aa2e-4b9a-b9c9-dd9553200e86,uuid:6b9d6c37-4242-44f7-92d0-9d639bfcf9b5,uuid:6b9d6c37-4242-44f7-92d0-9d639bfcf9b5,1,st,"",2,0,0,0,0,0,1,0,1,0,"","",ML_FH_Household_Full_G2
396,uuid:2d4cdd4a-1141-4250-b90c-6eecc266d512,uuid:83d92424-3780-4218-9339-3adb4db19114,uuid:83d92424-3780-4218-9339-3adb4db19114,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
397,uuid:2db5caae-4cce-4390-8d62-76407c33751c,uuid:85dba526-2f60-4cd3-b330-9e07650a2277,uuid:85dba526-2f60-4cd3-b330-9e07650a2277,1,st,"",3,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
398,uuid:2e029683-4eba-4c1c-a428-7ffb10cbe45f,uuid:9892b579-35e2-4e0e-9856-a3d0dd49471e,uuid:9892b579-35e2-4e0e-9856-a3d0dd49471e,1,st,"",2,0,0,0,0,0,1,0,1,0,"","",ML_FH_Household_Full_G2
399,uuid:2ec52f94-5524-4664-8992-0c0beccdffe0,uuid:5d8885eb-b047-4beb-be3c-facd36a1db4f,uuid:5d8885eb-b047-4beb-be3c-facd36a1db4f,1,st,"",1,0,0,0,0,0,1,0,1,0,"","",ML_FH_Household_Full_G2
400,uuid:2eca5fd5-3571-474f-9d68-6c3fc42bece2,uuid:c6960a6f-851c-4104-bc23-03caf7ace756,uuid:c6960a6f-851c-4104-bc23-03caf7ace756,1,st,"",1,0,0,0,0,0,1,6,0,0,"","",ML_FH_Household_Full_G2
401,uuid:2ed97446-bc96-487a-9170-1cea3d77a371,uuid:a3184332-cdb7-4a05-8ad0-e3c2780814d6,uuid:a3184332-cdb7-4a05-8ad0-e3c2780814d6,1,st,"",2,0,0,0,0,0,1,0,1,0,"","",ML_FH_Household_Full_G2
402,uuid:2eeb2336-d7fe-48c8-a985-022ae8173b3f,uuid:f17c4c1b-1043-4898-85fe-cd717d9ec650,uuid:f17c4c1b-1043-4898-85fe-cd717d9ec650,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
403,uuid:2ef8d5db-cbbf-4a0d-a3ea-f554187e5c34,uuid:98e8a10e-9b5d-48bf-bfc5-19db61fc0a1d,uuid:98e8a10e-9b5d-48bf-bfc5-19db61fc0a1d,1,st,"",3,1,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
404,uuid:2f283a29-e545-4497-844b-1fa6b3b9c751,uuid:73361f1d-6001-4475-939d-54cc3b723773,uuid:73361f1d-6001-4475-939d-54cc3b723773,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
405,uuid:2f2a2617-e6c6-4609-89bf-b872acfd052e,uuid:bf5912a8-07c6-4e35-83a6-12ddcccb332a,uuid:bf5912a8-07c6-4e35-83a6-12ddcccb332a,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
406,uuid:2fc532d0-09c7-4206-9cd0-62d0cfe14c1f,uuid:e0d97909-19e0-4682-a67f-46437945b4ab,uuid:e0d97909-19e0-4682-a67f-46437945b4ab,1,st,"",3,0,0,0,0,0,1,6,0,0,"","",ML_FH_Household_Full_G2
407,uuid:2fc65f47-0244-4a02-8a1b-5a57ff74fe8a,uuid:b2d07efe-72f8-4955-a5da-35389899d535,uuid:b2d07efe-72f8-4955-a5da-35389899d535,1,st,"",2,0,0,0,0,0,1,7,1,1,2,"",ML_FH_Household_Full_G2
